,A,B,compare
18750,784046802,1977825633,1
18751,1704838832,-1580183999,0
18752,1406805575,1328859913,0
18753,-1658873531,-1431174387,1
18754,-310210227,-1041472075,0
18755,-873710402,1349464051,1
18756,-1153310419,-1366792127,0
18757,1623331158,-1995126398,0
18758,-384047984,-825752199,0
18759,540386325,1471009293,1
18760,1332519186,-361438635,0
18761,-1506808221,1793004783,1
18762,592719821,1080485217,1
18763,437154578,1866743229,1
18764,-725411882,-489961551,1
18765,50698299,-937984334,0
18766,-918853225,-831553623,1
18767,-1597476716,-62320391,1
18768,-299614248,764641674,1
18769,-256184783,-899122091,0
18770,506844058,1858181975,1
18771,-1729602869,1122680016,1
18772,195773473,-216409406,0
18773,541825047,1751217785,1
18774,-1817874397,-1038914654,1
18775,1679785782,1096215952,0
18776,-308322229,562305472,1
18777,-456467106,982889747,1
18778,1183389644,1313637105,1
18779,-304112899,1715402747,1
18780,364391338,1108781129,1
18781,-1483406761,226119695,1
18782,509821015,1387556049,1
18783,1099105333,1052577684,0
18784,-1123272332,1343335335,1
18785,-372560784,2073401302,1
18786,369648373,1438387308,1
18787,1977858684,-695347288,0
18788,804454786,-1954716183,0
18789,1004312094,-1558076222,0
18790,-153046252,-1772511839,0
18791,1395005791,-1396288752,0
18792,761148486,1354512481,1
18793,-96149495,-1539977020,0
18794,-831632750,-1360509175,0
18795,-1306126116,-840139838,1
18796,283557230,1408931452,1
18797,94736869,-856334397,0
18798,1597209171,302786305,0
18799,1727799976,1678877310,0
18800,1516112482,1793799295,1
18801,-1835288840,978359850,1
18802,1787269178,1871094580,1
18803,1742584922,-584691354,0
18804,1761487203,531285925,0
18805,-950951392,305937499,1
18806,1259603558,1236476262,0
18807,-1393742698,-1051140486,1
18808,2007957531,334626504,0
18809,-2068493686,-1134875246,1
18810,-116744479,1084329061,1
18811,294231707,418856597,1
18812,-601727752,-329410443,1
18813,-1297616528,1977908510,1
18814,-590080880,1234233032,1
18815,-1208343187,-1448912422,0
18816,-1679220349,-375669753,1
18817,-1153137890,-1656712679,0
18818,-583814933,-1562860441,0
18819,-2043401515,777558409,1
18820,-1356710164,1821008516,1
18821,-1116912702,-1942283852,0
18822,433373743,-2062996952,0
18823,1800517631,-1991392040,0
18824,1068824988,535112737,0
18825,1555332081,152316130,0
18826,1609091789,575335823,0
18827,-386389638,-1057033564,0
18828,-758209884,-911459148,0
18829,1770073729,-453847763,0
18830,-1587201983,-580248082,1
18831,-1292708379,-1399463501,0
18832,-514465332,1523888489,1
18833,570509804,-1919995849,0
18834,-1154003657,1185674762,1
18835,1339148046,758064033,0
18836,-1655904777,1966402951,1
18837,-658073568,-111156382,1
18838,-1043009857,1573386995,1
18839,-1841353074,1067848324,1
18840,778963013,-316187684,0
18841,2002017706,-1493268141,0
18842,-562118605,327177920,1
18843,-1564324902,-1044079590,1
18844,219383264,-390352545,0
18845,-673479080,1243785994,1
18846,733117296,1301523001,1
18847,-783617451,-18844999,1
18848,649308101,-2070185171,0
18849,-43119489,-2121574084,0
18850,1419098694,1472506193,1
18851,-2027634353,-976734099,1
18852,-376834948,1391625845,1
18853,1606887878,-1359747220,0
18854,-1466514366,1243112778,1
18855,-1748355391,-1430567443,1
18856,1655580539,1192171612,0
18857,-1575367610,1216057877,1
18858,-488512777,1496789192,1
18859,47567571,-573457809,0
18860,-1766223127,1290413048,1
18861,707355601,-1449840340,0
18862,278428992,-1485483617,0
18863,1126798476,399641424,0
18864,-81301753,853527003,1
18865,-668897647,1368853340,1
18866,-1984420507,-748215348,1
18867,-1131831788,901068353,1
18868,1579412667,959465491,0
18869,-662585156,-1532773688,0
18870,888797600,-1506057356,0
18871,1284527590,1126996429,0
18872,-1847009696,1357858996,1
18873,1954790652,1230295124,0
18874,720333491,1005940978,1
18875,-253036243,-1925786207,0
18876,321738817,-23569419,0
18877,523466600,976162625,1
18878,-693037842,-2007216919,0
18879,346833153,1830387683,1
18880,-289525802,-1287424542,0
18881,-1928645423,-530567061,1
18882,1616743314,638525662,0
18883,-851523397,454112695,1
18884,-1760530286,-2105597840,0
18885,375211019,1884071004,1
18886,-475872888,2109754314,1
18887,-6774020,839808488,1
18888,1182010685,272141469,0
18889,-1836650376,604561672,1
18890,2005630312,-382134494,0
18891,-822843035,1623518460,1
18892,-1253457498,-511893486,1
18893,1524127650,505301096,0
18894,1492994204,1052322439,0
18895,330726070,1020412084,1
18896,-735832076,-1180319315,0
18897,-332123089,826266174,1
18898,-510139623,887403508,1
18899,1948117432,-2135307772,0
18900,1245248358,13309883,0
18901,-1116142180,562122105,1
18902,-954698120,409757778,1
18903,-295671657,-559337226,0
18904,-1734691069,811522744,1
18905,1939863461,-1030862767,0
18906,-1783239309,949852611,1
18907,2054952015,123222128,0
18908,1836929163,-900501700,0
18909,1753488465,-553588552,0
18910,1855330732,1923744470,1
18911,2113122682,-1568661489,0
18912,1373344643,-1468752941,0
18913,917399988,1512252013,1
18914,-366824953,-2014910133,0
18915,-321922438,-416871520,0
18916,-312977456,957435712,1
18917,240008522,-35943395,0
18918,-1640120196,422031138,1
18919,-1046599720,1632704508,1
18920,484559384,1575760094,1
18921,409574128,1763431039,1
18922,1083874856,-588421039,0
18923,-2064757979,-1884513123,1
18924,-681886367,-1847527014,0
18925,-2056849500,876447793,1
18926,-1136262896,1235372632,1
18927,1799809913,-1527495398,0
18928,-50444275,403544722,1
18929,-642139246,-92042141,1
18930,-1094964160,-2110327036,0
18931,30929656,-481783479,0
18932,910986570,737854036,0
18933,901877624,-5099626,0
18934,-2141074261,-1922395122,1
18935,-1837142911,451114613,1
18936,1050721635,-1019187468,0
18937,247034491,-2117986990,0
18938,1141859920,68838704,0
18939,-2038599334,1409936835,1
18940,11428593,-1207457096,0
18941,2002932001,1620058399,0
18942,-1670292432,-186044601,1
18943,1162977333,588769723,0
18944,-384725603,-1972110843,0
18945,2079487360,-1576120800,0
18946,-2072498628,-1245621985,1
18947,1677776085,-1178626878,0
18948,1455591836,-2145207102,0
18949,-643110436,2068661766,1
18950,1732086033,-270316538,0
18951,1394302764,1136224232,0
18952,646313139,400240751,0
18953,544676056,417312810,0
18954,1050070887,-1397161446,0
18955,1726027604,1941898721,1
18956,856932341,449048894,0
18957,1501456963,662737865,0
18958,-1615191116,-225487021,1
18959,-1574051132,-93613026,1
18960,1227540953,-759301362,0
18961,-1590613074,-347298737,1
18962,1138636750,770782777,0
18963,493877964,-520570138,0
18964,-1057140653,-1533260256,0
18965,262090786,-1447165883,0
18966,1424189494,-225638348,0
18967,-821938258,1685851720,1
18968,-1670139058,742692180,1
18969,-1433331265,561252970,1
18970,-487277616,1185223284,1
18971,1355694510,-1308749976,0
18972,1400394339,1484732970,1
18973,1385766617,1413160107,1
18974,-335742186,702614816,1
18975,698985135,984095308,1
18976,-1032630153,-561989453,1
18977,38281799,-1424398347,0
18978,-837655140,383194711,1
18979,-222588853,-510827194,0
18980,1030569269,1956292881,1
18981,2146332919,-1230886809,0
18982,73804672,779541352,1
18983,-894978521,-490059206,1
18984,240709905,111173715,0
18985,1537088296,-588980245,0
18986,-1558750796,-708320384,1
18987,-500232214,1473085012,1
18988,68760126,1790545635,1
18989,1293495645,-609139339,0
18990,-1534994838,635516419,1
18991,948964266,537968464,0
18992,-1952048893,-1650525437,1
18993,-1211179743,518781839,1
18994,2110231888,433706110,0
18995,1611264605,-974116424,0
18996,675965832,463085711,0
18997,341143253,-1340570701,0
18998,1723890005,-987700215,0
18999,2010824840,556145353,0
19000,-1182869698,353398334,1
19001,-507275127,-2136226313,0
19002,338629549,1602311594,1
19003,-146963999,-2068031270,0
19004,825473194,-1839266232,0
19005,-615570633,599216628,1
19006,1813951815,-965002714,0
19007,-2141565182,1596013620,1
19008,1044995182,-1812768995,0
19009,-295660985,-1035608970,0
19010,1137967660,-1025205570,0
19011,1184973489,2073183115,1
19012,-1367384354,1208954363,1
19013,1186834590,-872569952,0
19014,1771223786,914871050,0
19015,-175815031,-2112096683,0
19016,1147249954,-1606838647,0
19017,1465199196,1613355840,1
19018,603888574,-1476765792,0
19019,-598427292,-1751034362,0
19020,703429153,-1833349433,0
19021,-1756167881,1953266527,1
19022,-1117725704,-180664968,1
19023,932954405,753358954,0
19024,136620950,1341983277,1
19025,3432576,-1194622171,0
19026,872164653,-1033243926,0
19027,1674594719,488316222,0
19028,827701655,-356736394,0
19029,30316099,-1068041224,0
19030,-542562641,92363206,1
19031,733312051,2129422173,1
19032,-1319395001,-212799893,1
19033,-352076665,-531140493,0
19034,-1686102244,282437242,1
19035,-49709363,-814944478,0
19036,2137509048,-532837095,0
19037,-1573048305,907045799,1
19038,-709515005,-2114932551,0
19039,1508952721,745326626,0
19040,169952108,1998802203,1
19041,-223543042,-1764088191,0
19042,-349953351,-52139627,1
19043,-7954923,807210297,1
19044,1625976772,-1000946008,0
19045,2075015183,-2127470478,0
19046,-253429827,1624201036,1
19047,-730050886,-1961855794,0
19048,274978799,2041551481,1
19049,1825273492,-204179077,0
19050,1042889334,1862340571,1
19051,-981960629,-688484654,1
19052,-2118656911,347435325,1
19053,-688604039,-1764915828,0
19054,-1209856175,-1845709647,0
19055,1004645924,980486079,0
19056,1665520594,230907260,0
19057,-1913869338,393931910,1
19058,-1962204732,28768124,1
19059,488508844,-1881430424,0
19060,-641508440,-937636936,0
19061,589104339,2013183943,1
19062,-147293961,648534996,1
19063,-2058763503,-986845528,1
19064,241491511,-50211576,0
19065,-1915415258,378042783,1
19066,-672507317,-1108752510,0
19067,1844409902,-1094546654,0
19068,-919905663,-437027231,1
19069,2013635113,-1409135688,0
19070,-97872320,1826199920,1
19071,1184466187,-573269494,0
19072,-1340817498,-739609648,1
19073,-936691918,-1798929057,0
19074,1356968538,-2004037406,0
19075,836500747,1613729147,1
19076,-1029698041,62278530,1
19077,1958188973,-175974849,0
19078,1257768900,1159124478,0
19079,-1930149374,-2116913884,0
19080,1759191954,49643970,0
19081,1462098669,-1856770433,0
19082,-190094980,-101018202,1
19083,117895152,1367488965,1
19084,-119898641,1820570247,1
19085,732686653,1233165855,1
19086,-1887019783,1087271976,1
19087,-550762513,1206515089,1
19088,1746045512,-353367261,0
19089,1651918733,-86837964,0
19090,509195726,-219908704,0
19091,-1606858448,664293533,1
19092,-983849890,1420347735,1
19093,562582810,210883950,0
19094,-1936430189,1408879365,1
19095,-394158981,-1726985559,0
19096,-572295166,-669410289,0
19097,-1842794994,-525701635,1
19098,-1631083606,-669433904,1
19099,-967402667,1351192663,1
19100,1740562420,-1780749694,0
19101,898949307,99517452,0
19102,-2144116081,-655994253,1
19103,-1676115022,1139807731,1
19104,1625169362,-1692945569,0
19105,-1517676207,-1099582692,1
19106,2029745418,-184576603,0
19107,-930573668,1302476918,1
19108,-532941625,-1527571414,0
19109,-547444824,162757393,1
19110,994247747,439903027,0
19111,996497093,-528799058,0
19112,491862233,1987704547,1
19113,-852097701,1235995998,1
19114,844390852,202696326,0
19115,-1712514718,1349551920,1
19116,-1677507052,1836282167,1
19117,749464232,816033743,1
19118,1588285461,705684323,0
19119,-582671979,-1060259809,0
19120,-1821874737,1655571218,1
19121,-1677287947,1067228935,1
19122,-2007452030,17675238,1
19123,124867675,557824914,1
19124,-554661068,-607855895,0
19125,29209137,179634909,1
19126,591583935,-942435057,0
19127,-729097819,1257942323,1
19128,776645057,-471911103,0
19129,-1863914703,-1540330239,1
19130,86553321,668747605,1
19131,1399336273,1817741622,1
19132,1297735886,1364834122,1
19133,-769189210,1743546013,1
19134,2117442976,1531485833,0
19135,1731372189,75355992,0
19136,1978020790,-1652541038,0
19137,846013280,-1215804096,0
19138,221513866,946973927,1
19139,-127622381,114495880,1
19140,-910272852,-1174870969,0
19141,1234109255,-1039549153,0
19142,-392423432,1354000715,1
19143,-1209392296,-1589846823,0
19144,-1938575191,-1249373918,1
19145,805882006,-1133356127,0
19146,329130230,-1926596762,0
19147,1943832581,1510444343,0
19148,-793426761,101406604,1
19149,122424388,908801866,1
19150,-311882790,820804213,1
19151,450122000,-1632951962,0
19152,302843584,-1323346637,0
19153,203417480,-1761911752,0
19154,-991785993,1113599366,1
19155,-899983680,1905157017,1
19156,-1285547547,1916927850,1
19157,721735087,1210507090,1
19158,-149631921,-187206968,0
19159,-1363669852,1296673266,1
19160,457168016,540275591,1
19161,-398942347,320019189,1
19162,689133090,1211859806,1
19163,-836406038,-674340150,1
19164,1309038883,-1874852800,0
19165,1198881019,1798454509,1
19166,2088011220,555807713,0
19167,-716089022,1654159847,1
19168,-2035809776,-991299771,1
19169,-1501404502,1154650424,1
19170,-1663044157,-299106927,1
19171,-177959690,-556834109,0
19172,1965173605,-2068056340,0
19173,10444093,623247295,1
19174,248474882,-1866969290,0
19175,-1445552623,1063559523,1
19176,-272936585,-1557469242,0
19177,1342437736,-1327835501,0
19178,1744053237,-1435652735,0
19179,-436606433,1781709322,1
19180,1780596794,-933921446,0
19181,529251391,-1292719731,0
19182,2029595941,320251842,0
19183,-746304691,-470827590,1
19184,2068761180,1304829294,0
19185,1484237071,2057907217,1
19186,-1435987888,-80705593,1
19187,202488689,-878283459,0
19188,521042927,-777576923,0
19189,-846744257,-1662201237,0
19190,-837193642,-114268693,1
19191,723988448,1647890976,1
19192,-409792159,-109411589,1
19193,532695794,114131552,0
19194,-1757040322,-1752474561,1
19195,-1781621095,-1268169618,1
19196,-319908995,-1973770875,0
19197,-2129504766,38060892,1
19198,410956491,-1858799981,0
19199,106948106,-1203143877,0
19200,-1015154601,989701601,1
19201,1070062215,-480989408,0
19202,-1491699800,-1291458443,1
19203,-1386753191,125754437,1
19204,2086958993,-1439313922,0
19205,-748231782,1855345202,1
19206,-1087615453,1496937825,1
19207,300690151,-1037334614,0
19208,1442991414,1713056416,1
19209,-496501400,765325545,1
19210,-123661234,-1417648457,0
19211,-1376319259,-860169165,1
19212,-1442924291,-1167627602,1
19213,-93316223,-22265353,1
19214,37250031,-1907352915,0
19215,-749676891,-1919055820,0
19216,-2081378522,262506953,1
19217,510512222,785120522,1
19218,1620129769,1877836000,1
19219,1651496486,218220314,0
19220,1672419431,-2020096520,0
19221,859162496,1981507243,1
19222,506349685,-1284811306,0
19223,123316502,1044026208,1
19224,1794076949,-1783948639,0
19225,1237164267,-376804230,0
19226,-940799999,-630686797,1
19227,-270600555,-2005959773,0
19228,-1414536213,-1561274171,0
19229,1784047530,1923342815,1
19230,238847013,-1162374007,0
19231,-6844628,-770617768,0
19232,287664064,956591425,1
19233,1037773291,-1392229519,0
19234,-446844292,936056328,1
19235,-1072390617,-543141928,1
19236,-1954892789,-357009017,1
19237,15200953,-1210405396,0
19238,49811251,-1422426909,0
19239,-1912491873,842554874,1
19240,857739677,283989781,0
19241,-1350457019,976665480,1
19242,1956958471,1216827985,0
19243,1556181885,-913714063,0
19244,-581771557,2138168849,1
19245,-1697139479,-1077859453,1
19246,286548787,632831866,1
19247,-2121338750,-1481229926,1
19248,-2034276995,1957646672,1
19249,1607745466,2118212657,1
19250,-402181720,1242290064,1
19251,-1217925466,1586605588,1
19252,2075343639,-1113214432,0
19253,-971574486,482230045,1
19254,1971927037,-946882239,0
19255,-1500168918,796849019,1
19256,1786266049,1559336328,0
19257,60710801,-315838060,0
19258,1575446373,749516316,0
19259,705977912,152273507,0
19260,-646067904,-104768787,1
19261,1432257632,1901179331,1
19262,1147988561,1199037424,1
19263,1642202849,936716378,0
19264,1286012110,-656559090,0
19265,-1006010551,1276941562,1
19266,257104430,2128739977,1
19267,40227817,267575330,1
19268,1421131195,-1749110080,0
19269,1126036787,-1024598949,0
19270,1849166779,931275612,0
19271,1509169101,-515119491,0
19272,-530652516,1459100023,1
19273,-1127833277,259486355,1
19274,-363345585,1599962906,1
19275,-629850856,2056817343,1
19276,11656334,2071377242,1
19277,-1659867542,971080839,1
19278,-773352709,-1743147300,0
19279,-595436757,-1119587542,0
19280,-1319773191,778821321,1
19281,215381220,1674848098,1
19282,-1734864761,2079455762,1
19283,372864007,-980476048,0
19284,-1162144996,712375904,1
19285,203244180,742131186,1
19286,-1529212883,-402222794,1
19287,-1084018228,740615067,1
19288,267881572,1000576134,1
19289,92871197,-1322134912,0
19290,-1624245785,834638709,1
19291,-30914288,-1101643580,0
19292,-1482379846,2051619787,1
19293,-2024999627,-436597233,1
19294,-1541958052,1006222939,1
19295,-144502124,124653740,1
19296,-21772959,-1872232749,0
19297,196343989,-2035183610,0
19298,1422382836,-1789722348,0
19299,1616332072,-1349057517,0
19300,1170441663,-54047849,0
19301,1768074753,-1890340272,0
19302,-915622884,98223517,1
19303,-303979089,2040956850,1
19304,96278411,150783598,1
19305,18529953,1626462701,1
19306,-1671118417,-300180492,1
19307,1719850599,-447993480,0
19308,1237922374,-1241487956,0
19309,-2143382069,928881334,1
19310,-454364126,-1884160375,0
19311,-1374224494,-2144652001,0
19312,-590861860,-2057431884,0
19313,-2008017183,-1577173817,1
19314,1394491347,-881574507,0
19315,-2116649634,-2116118797,1
19316,-1196360438,-1864490937,0
19317,1568772790,853065108,0
19318,-1958728941,1581589828,1
19319,-395263426,951163383,1
19320,-1019373641,167658107,1
19321,590402626,-1461263514,0
19322,-687485125,812830467,1
19323,132307252,282671732,1
19324,1918687925,1379603280,0
19325,95203225,585438724,1
19326,1040694271,-936878365,0
19327,-2135253734,-806578149,1
19328,392885998,-1107587569,0
19329,-181127359,1146374947,1
19330,1246278665,1338923956,1
19331,-1727363653,918149807,1
19332,1296570920,1586682585,1
19333,1418742115,1630632307,1
19334,-1303271204,1286424938,1
19335,-213404621,177423126,1
19336,-1751451102,238874096,1
19337,2037447705,-562301088,0
19338,-1487573430,-1322951883,1
19339,592385536,184829148,0
19340,-621600337,-1996035211,0
19341,-1499789408,59275014,1
19342,-1017366683,145970629,1
19343,-207425753,-687469561,0
19344,1580464554,670390853,0
19345,671147833,-133197102,0
19346,911233960,352870049,0
19347,-979968897,1091862280,1
19348,-1633276622,1700457107,1
19349,-1092569204,1817494341,1
19350,-1031322557,-1637176097,0
19351,-970084617,-445143791,1
19352,-917347503,-1971786068,0
19353,-1142630495,-311575430,1
19354,-1076647757,1653442664,1
19355,2093492116,-1148496538,0
19356,1610170307,-468999032,0
19357,-450667107,2008692849,1
19358,1708677471,435311637,0
19359,-1376218260,270427706,1
19360,-182678590,-196937509,0
19361,218711916,-2080326562,0
19362,1748472518,-1636129228,0
19363,1888457106,272225924,0
19364,733892017,2025782542,1
19365,-2076959797,-1857279195,1
19366,-1175451981,1027257747,1
19367,-1147392096,-1144822092,1
19368,33699031,-1429496276,0
19369,-1194201343,1422882248,1
19370,1431185700,-132321879,0
19371,2121072702,-2004940554,0
19372,1381746198,1544608631,1
19373,321130586,-1239351938,0
19374,1843232076,640403415,0
19375,896865468,-451994969,0
19376,-1659579921,-1911224813,0
19377,1008943436,-1569942619,0
19378,-1629060766,1323754874,1
19379,-1946478865,1715794178,1
19380,478941217,1451072121,1
19381,195382876,1293364404,1
19382,-9606667,-955371648,0
19383,-1086040908,-380484728,1
19384,516793207,775530185,1
19385,22936400,-2012024725,0
19386,-36343870,1725978566,1
19387,231396669,-528426965,0
19388,2102613001,1601573058,0
19389,-1647888382,-1641096429,1
19390,-153373005,-432434699,0
19391,259776357,1126165849,1
19392,1061054281,-1594680672,0
19393,1446905729,2126082075,1
19394,-1825628225,-39432574,1
19395,2098564146,1918900287,0
19396,2075278057,-1915217495,0
19397,249997495,1125705266,1
19398,-895349279,787951229,1
19399,1222067490,122559825,0
19400,-2089339595,959336307,1
19401,609070442,867240315,1
19402,122489815,-623294164,0
19403,453220546,-1195791241,0
19404,-483924822,-1246758379,0
19405,-868567748,919196640,1
19406,-1904678442,-2139664902,0
19407,-350579461,-2011154988,0
19408,-1908789800,233301673,1
19409,1487669823,627355538,0
19410,-1133589854,-1576748237,0
19411,-1119223754,1635171331,1
19412,-749148240,2077261138,1
19413,1233987207,-817264534,0
19414,1838694790,1414572161,0
19415,708927834,-12778846,0
19416,1104302129,887206834,0
19417,1520093675,1790321408,1
19418,1805883529,-52364088,0
19419,472509690,-1975502911,0
19420,1602134688,1771458270,1
19421,1016987855,1973574014,1
19422,-810009022,175543026,1
19423,426558270,1788294402,1
19424,1321008634,-2069273874,0
19425,-132502610,2053723818,1
19426,813153632,-1284518740,0
19427,-1679002790,-1511549635,1
19428,-1384567336,-1232852763,1
19429,860791624,849858647,0
19430,716378468,-1267491640,0
19431,-2129608794,300654681,1
19432,-777350285,-519500157,1
19433,84597088,1254214266,1
19434,1587776567,-1586802347,0
19435,-546170638,1310393377,1
19436,-2127878666,1469072768,1
19437,635409862,-891142470,0
19438,-167147425,788550452,1
19439,1910652553,1824514894,0
19440,-1731347019,438412089,1
19441,-482057627,-857687931,0
19442,-1981080734,1139773280,1
19443,1182395813,-1815687495,0
19444,115277704,1880992388,1
19445,-518318724,370621559,1
19446,-380758044,1955720982,1
19447,1713066414,-975133072,0
19448,524578180,1301965499,1
19449,-2038776531,908261227,1
19450,-1159968078,-1795852922,0
19451,548976222,-1415948210,0
19452,1196783997,-1201286889,0
19453,2111880913,34178797,0
19454,-1697878944,-1049113731,1
19455,-2002295732,-787857367,1
19456,1112378355,-269978398,0
19457,-343496851,-1228035296,0
19458,966969367,1636380093,1
19459,-1973379324,-18699129,1
19460,-1001302536,1339896995,1
19461,318878275,1110092128,1
19462,1156991259,-1045160120,0
19463,316257837,-597087066,0
19464,-833843960,-1164390313,0
19465,-1272043618,762485856,1
19466,1409941626,1394635847,0
19467,-119696455,376665612,1
19468,-49334939,-1874741638,0
19469,-1554463933,-1392873731,1
19470,935781298,-1489962796,0
19471,-269626305,1784344878,1
19472,760814317,-1858898802,0
19473,-874617190,110907744,1
19474,-1994396497,-1439196744,1
19475,-660552818,-1285493961,0
19476,1076990817,-871270724,0
19477,2093198016,-467758388,0
19478,134415819,-1985479217,0
19479,-1419978560,-1041277993,1
19480,-101145056,-762893158,0
19481,2094352046,814198626,0
19482,-1659588338,1693353265,1
19483,-1867326315,-1018119080,1
19484,1141444073,1850335890,1
19485,1783645454,-888277108,0
19486,848587759,-751182741,0
19487,9381571,-494924020,0
19488,426620934,1727479208,1
19489,1638369923,-64296311,0
19490,-1634912180,-2060571467,0
19491,-272927154,1225920953,1
19492,-1329116845,182494687,1
19493,-978602768,-620102455,1
19494,1889839631,-1746420294,0
19495,-832238626,1459124255,1
19496,1043177517,851563352,0
19497,1645478063,1680558396,1
19498,-699220582,1262291994,1
19499,-1230212689,-160161323,1
19500,1972209852,-12006433,0
19501,98900662,813902784,1
19502,-35002812,1983743632,1
19503,1082893595,-124690713,0
19504,-2013425741,149713391,1
19505,1462738990,381596160,0
19506,-1740132362,117779208,1
19507,-162531504,-2060731939,0
19508,343121047,1137232680,1
19509,-1989349138,1791571530,1
19510,1435716170,-1151407178,0
19511,1037107541,-238512796,0
19512,1213052142,102104743,0
19513,-1406686568,-723060198,1
19514,436760775,-1793066632,0
19515,-1738587769,16554189,1
19516,1705772815,-1775340759,0
19517,788082826,-430806286,0
19518,-1764035829,-262280735,1
19519,439239345,-1238174821,0
19520,-851321145,-365281276,1
19521,80258148,1424138741,1
19522,2009913293,-649856517,0
19523,-439089825,199605987,1
19524,-2092026224,1219180455,1
19525,-1252970927,979291998,1
19526,1909516721,1908049299,0
19527,1817172569,-1126909049,0
19528,-1253160067,-1934435275,0
19529,-1458171978,1534625276,1
19530,528360701,-437110648,0
19531,-1799254339,624885563,1
19532,-1624040044,-1444299275,1
19533,454757293,-166959771,0
19534,-1509549526,1083458836,1
19535,-325137540,1994090636,1
19536,-137426639,1732994908,1
19537,1576908499,1181447637,0
19538,702791307,-2020734902,0
19539,-1639127194,-1457969778,1
19540,-2033413504,-1544005467,1
19541,1309255056,-2111329946,0
19542,-1707502061,-265330393,1
19543,1419944446,746670481,0
19544,-336409314,1408723627,1
19545,1040300332,-1156424667,0
19546,797308981,-1173747380,0
19547,-1311181553,-843514956,1
19548,-1580683019,-1828354953,0
19549,-98684679,454948287,1
19550,-543040164,1228824691,1
19551,-2127078394,2041309279,1
19552,-507834617,2098998574,1
19553,-1854702320,-1930086406,0
19554,-1257068074,1482936008,1
19555,435108669,-1545256774,0
19556,-1612857038,-1891016577,0
19557,-1681699877,791000935,1
19558,404236910,-1368806283,0
19559,1169960864,-1422173380,0
19560,-1952175201,817557216,1
19561,736847693,-2071010395,0
19562,-1218076019,-1261883125,0
19563,-364654732,1773290731,1
19564,1671853188,-2119355019,0
19565,1984176452,-835632340,0
19566,261427616,1381853321,1
19567,751467863,507633280,0
19568,617122105,188033629,0
19569,-176698910,2136645022,1
19570,-953621721,-540364093,1
19571,1771656880,1542167688,0
19572,1789552842,754887889,0
19573,343493581,-279262813,0
19574,-1103717371,-734035156,1
19575,-56798018,-516495686,0
19576,907445209,1986764571,1
19577,1907801435,-1504186535,0
19578,1921476683,1515935866,0
19579,-1507270929,1238397546,1
19580,801572647,-1806592390,0
19581,1201901308,-1035472629,0
19582,569661899,548327911,0
19583,870387519,56699185,0
19584,-1504937218,1388863007,1
19585,-1209271124,1931832478,1
19586,-301107751,-818117084,0
19587,-1714011328,1858883530,1
19588,-2043026713,1190895589,1
19589,-100558288,-257864898,0
19590,899232903,-1903662252,0
19591,-310133440,-1944635977,0
19592,-705878383,-1062026512,0
19593,-1140043376,274261919,1
19594,203873144,-1220386015,0
19595,-1750892662,37398592,1
19596,-711904550,611708967,1
19597,-903692529,1259306934,1
19598,-2129285113,-923314385,1
19599,446041013,-1568839182,0
19600,-991804904,-1054521075,0
19601,-1131481271,1383393011,1
19602,-444735173,1344335167,1
19603,1948920015,-551469073,0
19604,1499380009,-1935399933,0
19605,-1131053689,1047794117,1
19606,-276958258,300884881,1
19607,-1311259917,473224784,1
19608,2032747971,1201036473,0
19609,-1666707269,-1137113478,1
19610,640510950,-1146264286,0
19611,-1935391692,-473211831,1
19612,1888380291,1892865545,1
19613,-68472433,1015147290,1
19614,-447899838,291978789,1
19615,-1558772756,580911622,1
19616,-1057135258,-1377387169,0
19617,1660062038,1731486173,1
19618,-1240993871,98217381,1
19619,-720072624,890927306,1
19620,-1615650920,1369290420,1
19621,559603746,790133029,1
19622,-1578914553,560695526,1
19623,-545080268,1545512707,1
19624,1161017797,1719241940,1
19625,-1709355366,-1634586113,1
19626,-1996082796,1776163721,1
19627,696337298,1186016416,1
19628,1523658310,1162033679,0
19629,1290724091,233586080,0
19630,-1502181483,-352898941,1
19631,-805305313,-1240757161,0
19632,-1105742689,9415058,1
19633,-2085206238,172247355,1
19634,-1552942131,1128460013,1
19635,-1879167982,1037059500,1
19636,-165884704,-937877419,0
19637,-1823164400,460237155,1
19638,-1407587975,-578132364,1
19639,-124414402,1449991332,1
19640,-755290167,661669149,1
19641,-1387031690,-386098729,1
19642,-1040154847,1927798408,1
19643,1922352771,-1896294206,0
19644,2116014826,-11187485,0
19645,1969125156,-908931676,0
19646,-764912832,-1392585728,0
19647,-608633410,-984939520,0
19648,1610658047,-1838975879,0
19649,-572729427,1262084180,1
19650,1507724473,432403739,0
19651,1808251360,233464923,0
19652,256615829,-1922598403,0
19653,1582950691,556384213,0
19654,-325046985,-654427015,0
19655,530112270,1927545279,1
19656,-1970022207,554575410,1
19657,360268070,421980581,1
19658,-684196519,1833425636,1
19659,-1729835369,-1176400104,1
19660,1129758051,1569383169,1
19661,-169271042,1809640425,1
19662,-2039475280,412212934,1
19663,1988596009,-1562524838,0
19664,-1572974297,-2002043091,0
19665,-1480457469,-1561929580,0
19666,-109057260,-783658908,0
19667,1278909772,2011073290,1
19668,12626184,-1041935107,0
19669,-844250239,-52993186,1
19670,-1894508641,1624675918,1
19671,-1747227185,-106927870,1
19672,-688712183,420128129,1
19673,-290703485,-207676400,1
19674,1876155716,-1217625495,0
19675,-127800454,-1615008196,0
